#,Date-Time (UTC Standard Time),Temperature   (°C),Light   (lux),Started,Button Down,Button Up,End of File
1560,07/26/2025 18:26:51,,,,Logged,,
1561,07/26/2025 18:27:00,,,,,Logged,
1562,07/26/2025 18:27:01,,,,Logged,,
1563,07/26/2025 18:27:22,,,,,Logged,
1564,07/26/2025 18:27:24,,,,Logged,,
1565,07/26/2025 18:27:29,,,,,Logged,
1566,07/26/2025 18:27:31,,,,Logged,,
1567,07/26/2025 18:27:46,,,,,Logged,
1568,07/26/2025 18:27:48,,,,Logged,,
1569,07/26/2025 18:27:50,,,,Logged,Logged,
1570,07/26/2025 18:27:51,,,,Logged,,
1571,07/26/2025 18:27:56,,,,,Logged,
1572,07/26/2025 18:27:59,,,,Logged,,
1573,07/26/2025 18:28:01,,,,,Logged,
1574,07/26/2025 18:28:05,,,,Logged,,
1575,07/26/2025 18:28:07,,,,,Logged,
1576,07/26/2025 18:28:08,,,,Logged,,
1577,07/26/2025 18:28:13,,,,,Logged,
1578,07/26/2025 18:28:14,,,,Logged,,
1579,07/26/2025 18:28:16,,,,Logged,Logged,
1580,07/26/2025 18:28:19,,,,Logged,Logged,
1581,07/26/2025 18:28:21,,,,Logged,,
1582,07/26/2025 18:28:23,,,,Logged,Logged,Logged
